用語,読み,ページ,種類,分野,国,立場,開始年,終了年,時代,メモ
南満洲鉄道株式会社,南(みなみ)満(まん)洲(しゅう)鉄(てつ)道(どう)株(かぶ)式(しき)会(がい)社(しゃ),265,組織・団体・政党,植民地;産業・工業,,,1906,1945,,満鉄
源実朝,源(みなもとの)実(さね)朝(とも),94,人物,政治・政策;文学,日本,武家,1203,1219,,
源高明,源(みなもとの)高(たか)明(あきら),63,人物,政変・事件・反乱,日本,公家・貴族,969,969,,
源為義,源(みなもとの)為(ため)義(よし),81,人物,戦争・軍事,日本,武家,1156,1156,,
源経基,源(みなもとの)経(つね)基(もと),73,人物,戦争・軍事,日本,武家,939,961,,
源範頼,源(みなもとの)範(のり)頼(より),91,人物,戦争・軍事,日本,武家,1184,1193,,
源信,源(みなもとの)信(まこと),62,人物,政変・事件・反乱,日本,公家・貴族,866,866,,
源満仲,源(みなもとの)満(みつ)仲(なか),74,人物,戦争・軍事,日本,武家,969,997,,
源義家,源(みなもとの)義(よし)家(いえ),77;80,人物,戦争・軍事,日本,武家,1062,1106,,
源義親,源(みなもとの)義(よし)親(ちか),80,人物,政変・事件・反乱,日本,武家,1101,1108,,
源義経,源(みなもとの)義(よし)経(つね),91,人物,戦争・軍事,日本,武家,1180,1189,,
源義朝,源(みなもとの)義(よし)朝(とも),81,人物,戦争・軍事,日本,武家,1156,1160,,
源義仲,源(みなもとの)義(よし)仲(なか),90,人物,戦争・軍事,日本,武家,1180,1184,,
源頼家,源(みなもとの)頼(より)家(いえ),94,人物,政治・政策,日本,武家,1202,1203,,
源頼朝,源(みなもとの)頼(より)朝(とも),90,人物,政治・政策;戦争・軍事,日本,武家,1180,1199,,
源頼信,源(みなもとの)頼(より)信(のぶ),74,人物,戦争・軍事,日本,武家,1028,1031,,
源頼政,源(みなもとの)頼(より)政(まさ),90,人物,戦争・軍事,日本,武家,1180,1180,,
源頼光,源(みなもとの)頼(より)光(みつ),74,人物,戦争・軍事,日本,武家,980,1021,,
源頼義,源(みなもとの)頼(より)義(よし),77,人物,戦争・軍事,日本,武家,1051,1062,,
見沼代用水,見(み)沼(ぬま)代(だい)用(よう)水(すい),172,その他,農林漁業,,,1728,1728,,
美濃部達吉,美(み)濃(の)部(べ)達(たつ)吉(きち),267;309,人物,法制・制度;思想・学問,日本,学者・思想家,1912,1935,,
美濃部亮吉,美(み)濃(の)部(べ)亮(りょう)吉(きち),352,人物,政治・政策,日本,政治家,1967,1979,,
壬生車塚古墳,壬(み)生(ぶ)車(くるま)塚(づか)古(こ)墳(ふん),32,寺社・遺跡・場所,考古,,,,,古墳;飛鳥,
任那,任(み)那(まな),26,国・地域・王朝,対外関係,,,,,古墳,
屯倉,屯(み)倉(やけ),32,制度・役職,土地・税制,,,,,古墳,
三宅雪嶺,三(み)宅(やけ)雪(せつ)嶺(れい),251,人物,思想・学問,日本,学者・思想家,1888,1945,,
宮座,宮(みや)座(ざ),119,組織・団体・政党,神道;身分・社会構造,,,,,室町,
宮崎安貞,宮(みや)崎(ざき)安(やす)貞(さだ),180;189,人物,農林漁業,日本,学者・思想家,1697,1697,,
宮崎友禅,宮(みや)崎(ざき)友(ゆう)禅(ぜん),191,人物,美術・建築,日本,芸術家,1680,1710,,
宮沢喜一,宮(みや)沢(ざわ)喜(き)一(いち),360,人物,政治・政策,日本,政治家,1991,1993,,
名,名(みょう),70;77,制度・役職,土地・税制,,,,,平安;鎌倉,
明恵,明(みょう)恵(え),106,人物,仏教,日本,僧侶・宗教家,1206,1232,,高弁
冥加,冥(みょう)加(が),197,制度・役職,土地・税制;商業・流通・都市,,,1767,1786,,
苗字,苗(みょう)字(じ),167,制度・役職,身分・社会構造,,,,,江戸,
名主,名(みょう)主(しゅ),77,その他,身分・社会構造;土地・税制,,,,,平安;鎌倉,
明星,明(みょう)星(じょう),291,書物・史料,文学,,,1900,1908,,
妙心寺,妙(みょう)心(しん)寺(じ),131,寺社・遺跡・場所,仏教,,,1337,1337,,
三好長慶,三(み)好(よし)長(なが)慶(よし),132,人物,戦争・軍事;政治・政策,日本,武家,1549,1564,,
三善康信,三(み)善(よし)康(やす)信(のぶ),92,人物,政治・政策,日本,公家・貴族,1184,1221,,
旻,旻(みん),34,人物,思想・学問;政治・政策,日本,僧侶・宗教家,608,653,,
明,明(みん),116;138,国・地域・王朝,対外関係,,,1368,1644,,
民会,民(みん)会(かい),248,組織・団体・政党,政治・政策;社会運動,,,1872,1878,,
民主社会党,民(みん)主(しゅ)社(しゃ)会(かい)党(とう),344,組織・団体・政党,政治・政策,,,1960,1994,,
民主自由党,民(みん)主(しゅ)自(じ)由(ゆう)党(とう),334,組織・団体・政党,政治・政策,,,1948,1950,,
民主党,民(みん)主(しゅ)党(とう),363,組織・団体・政党,政治・政策,,,1996,2016,,
明銭,明(みん)銭(せん),124,その他,貨幣・金融;対外関係,,,,,室町;戦国,
民撰議院設立の建白書,民(みん)撰(せん)議(ぎ)院(いん)設(せつ)立(りつ)の建(けん)白(ぱく)書(しょ),246,書物・史料,社会運動;政治・政策,,,1874,1874,,
民俗学,民(みん)俗(ぞく)学(がく),298,文化・流派,思想・学問,,,1910,1950,,
明兆,明(みん)兆(ちょう),126,人物,美術・建築;仏教,日本,芸術家,1380,1431,,
民党,民(みん)党(とう),255,組織・団体・政党,政治・政策,,,1890,1898,,
民部省札,民(みん)部(ぶ)省(しょう)札(さつ),239,その他,貨幣・金融,,,1869,1869,,
民法典論争,民(みん)法(ぽう)典(てん)論(ろん)争(そう),254,事件・戦争・乱,法制・制度,,,1889,1892,,
民本主義,民(みん)本(ぽん)主(しゅ)義(ぎ),271,文化・流派,思想・学問;社会運動,,,1916,1925,,
民約訳解,民(みん)約(やく)訳(やっ)解(かい),242,書物・史料,思想・学問,,,1882,1882,,
民友社,民(みん)友(ゆう)社(しゃ),251,組織・団体・政党,思想・学問,,,1887,1933,,
無学祖元,無(む)学(がく)祖(そ)元(げん),106,人物,仏教,中国,僧侶・宗教家;来日外国人,1279,1286,,
麦と兵隊,麦(むぎ)と兵(へい)隊(たい),315,書物・史料,文学;戦争・軍事,,,1938,1938,,
向ヶ岡貝塚,向(むこう)ヶ(が)岡(おか)貝(かい)塚(づか),14,寺社・遺跡・場所,考古,,,,,弥生,
無産政党,無(む)産(さん)政(せい)党(とう),301,組織・団体・政党,社会運動;政治・政策,,,1925,1940,,
武者小路実篤,武(む)者(しゃの)小(こう)路(じ)実(さね)篤(あつ),298,人物,文学,日本,文学者,1910,1976,,
無宿人,無(む)宿(しゅく)人(にん),204,その他,身分・社会構造,,,,,江戸,
無制限潜水艦作戦,無(む)制(せい)限(げん)潜(せん)水(すい)艦(かん)作(さく)戦(せん),269,事件・戦争・乱,戦争・軍事,,,1917,1917,,
夢窓疎石,夢(む)窓(そう)疎(そ)石(せき),126,人物,仏教,日本,僧侶・宗教家,1325,1351,,
無高,無(む)高(だか),169,その他,身分・社会構造;農林漁業,,,,,江戸,
陸奥将軍府,陸(む)奥(つ)将(しょう)軍(ぐん)府(ふ),111,制度・役職,政治・政策,,,1333,1335,,
陸奥宗光,陸(む)奥(つ)宗(むね)光(みつ),257,人物,対外関係,日本,政治家,1892,1897,,
陸奥話記,陸(む)奥(つ)話(わ)記(き),83,書物・史料,文学,,,1062,1100,,
宗像大社,宗(むな)像(かた)大(たい)社(しゃ),30,寺社・遺跡・場所,神道,,,,,古墳,
無二念打払令,無(む)二(に)念(ねん)打(うち)払(はらい)令(れい),207,法令・政策,対外関係,,,1825,1825,,異国船打払令
宗尊親王,宗(むね)尊(たか)親(しん)王(のう),97,人物,政治・政策,日本,天皇・皇族,1252,1266,,
棟別銭,棟(むね)別(べち)銭(せん),115,制度・役職,土地・税制,,,,,室町,
棟割長屋,棟(むね)割(わり)長(なが)屋(や),195,その他,生活・風俗;商業・流通・都市,,,,,江戸,
村入用,村(むら)入(いり)用(よう),169,制度・役職,土地・税制,,,,,江戸,
村請,村(むら)請(うけ),120,制度・役職,土地・税制,,,,,室町,
村請制,村(むら)請(うけ)制(せい),169,制度・役職,土地・税制,,,,,江戸,
村掟,村(むら)掟(おきて),119,法令・政策,法制・制度,,,,,室町,
村方三役,村(むら)方(かた)三(さん)役(やく),168,制度・役職,身分・社会構造,,,,,江戸,
村方騒動,村(むら)方(かた)騒(そう)動(どう),194,事件・戦争・乱,一揆・打ちこわし,,,1700,1867,,
村上天皇,村(むら)上(かみ)天(てん)皇(のう),63,人物,政治・政策,日本,天皇・皇族,946,967,,
村切,村(むら)切(ぎり),168,法令・政策,土地・税制,,,1582,1598,,
紫式部,紫(むらさき)式(しき)部(ぶ),65,人物,文学;女性,日本,文学者,1000,1014,,
連,連(むらじ),31,制度・役職,身分・社会構造,,,,,古墳,
村芝居,村(むら)芝(しば)居(い),218,その他,芸能;生活・風俗,,,,,江戸,
村田珠光,村(むら)田(た)珠(じゅ)光(こう),129,人物,芸能,日本,芸術家,1450,1502,,
村田清風,村(むら)田(た)清(せい)風(ふう),212,人物,政治・政策,日本,武家,1838,1855,,
村山富市,村(むら)山(やま)富(とみ)市(いち),361,人物,政治・政策,日本,政治家,1994,1996,,
室生寺金堂,室(むろ)生(う)寺(じ)金(こん)堂(どう),60,寺社・遺跡・場所,美術・建築;仏教,,,,,平安,
室鳩巣,室(むろ)鳩(きゅう)巣(そう),192,人物,思想・学問,日本,学者・思想家,1711,1734,,
室町幕府,室(むろ)町(まち)幕(ばく)府(ふ),114,組織・団体・政党,政治・政策,,,1336,1573,,
明治維新,明(めい)治(じ)維(い)新(しん),228,事件・戦争・乱,政治・政策,,,1867,1877,,
明治憲法,明(めい)治(じ)憲(けん)法(ぽう),252,法令・政策,法制・制度,,,1889,1889,,大日本帝国憲法
明治十四年の政変,明(めい)治(じ)十(じゅう)四(よ)年(ねん)の政(せい)変(へん),249,事件・戦争・乱,政変・事件・反乱,,,1881,1881,,
明治天皇,明(めい)治(じ)天(てん)皇(のう),229,人物,政治・政策,日本,天皇・皇族,1867,1912,,
明治美術会,明(めい)治(じ)美(び)術(じゅつ)会(かい),293,組織・団体・政党,美術・建築,,,1889,1901,,
明正天皇,明(めい)正(しょう)天(てん)皇(のう),158,人物,政治・政策;女性,日本,天皇・皇族,1629,1643,,
明治六年の政変,明(めい)治(じ)六(ろく)年(ねん)の政(せい)変(へん),246,事件・戦争・乱,政変・事件・反乱,,,1873,1873,,
明徳の乱,明(めい)徳(とく)の乱(らん),115,事件・戦争・乱,政変・事件・反乱,,,1391,1391,,
明暦の大火,明(めい)暦(れき)の大(たい)火(か),176;193,事件・戦争・乱,公害・環境・災害,,,1657,1657,,
明六雑誌,明(めい)六(ろく)雑(ざっ)誌(し),243,書物・史料,思想・学問,,,1874,1875,,
明六社,明(めい)六(ろく)社(しゃ),243,組織・団体・政党,思想・学問,,,1873,1875,,
明和事件,明(めい)和(わ)事(じ)件(けん),199,事件・戦争・乱,思想・学問;政変・事件・反乱,,,1767,1767,,
目付,目(め)付(つけ),156,制度・役職,政治・政策,,,,,江戸,
メーデー,メーデー,288,事件・戦争・乱,労働運動,,,1920,1920,,
目安箱,目(め)安(やす)箱(ばこ),193,制度・役職,政治・政策,,,1721,1721,,
蒙古襲来,蒙(もう)古(こ)襲(しゅう)来(らい),100,事件・戦争・乱,対外関係;戦争・軍事,,,1274,1281,,
蒙古襲来絵巻,蒙(もう)古(こ)襲(しゅう)来(らい)絵(え)巻(まき),99;108,作品,美術・建築,,,1293,1293,,
毛沢東,毛(もう)沢(たく)東(とう),333,人物,対外関係,中国,政治家,1935,1976,,
毛利輝元,毛(もう)利(り)輝(てる)元(もと),154,人物,戦争・軍事,日本,武家,1563,1625,,
毛利元就,毛(もう)利(り)元(もと)就(なり),133,人物,戦争・軍事,日本,武家,1523,1571,,
モガ,モガ,296,その他,生活・風俗;女性,,,1925,1935,,
最上徳内,最(も)上(がみ)徳(とく)内(ない),197;206,人物,北方・アイヌ,日本,その他,1785,1808,,
裳着,裳(も)着(ぎ),69,その他,生活・風俗;女性,,,,,平安,
木製農具,木(もく)製(せい)農(のう)具(ぐ),14,その他,農林漁業;考古,,,,,弥生,
目代,目(もく)代(だい),71,制度・役職,政治・政策,,,,,平安,
モース,モース,10;290,人物,考古;思想・学問,アメリカ,来日外国人;学者・思想家,1877,1879,,
モータリゼーション,モータリゼーション,350,その他,生活・風俗;産業・工業,,,1960,1975,,
持株会社整理委員会,持(もち)株(かぶ)会(がい)社(しゃ)整(せい)理(り)委(い)員(いん)会(かい),328,組織・団体・政党,産業・工業,,,1946,1951,,
以仁王,以(もち)仁(ひと)王(おう),90,人物,政変・事件・反乱,日本,天皇・皇族,1180,1180,,
木簡,木(もっ)簡(かん),22;43,その他,考古,,,,,飛鳥;奈良,
木棺墓,木(もっ)棺(かん)墓(ぼ),15,その他,考古,,,,,弥生,
モッセ,モッセ,252,人物,法制・制度,ドイツ,来日外国人;学者・思想家,1886,1890,,
本居宣長,本(もと)居(おり)宣(のり)長(なが),199,人物,思想・学問,日本,学者・思想家,1764,1801,,
本木昌造,本(もと)木(き)昌(しょう)造(ぞう),243,人物,産業・工業,日本,実業家,1869,1875,,
物部守屋,物(もの)部(のべの)守(もり)屋(や),33,人物,政治・政策,日本,公家・貴族,572,587,,
もはや戦後ではない,もはや戦(せん)後(ご)ではない,346,その他,産業・工業,,,1956,1956,,
モボ,モボ,296,その他,生活・風俗,,,1925,1935,,
木綿,木(も)綿(めん),118,その他,産業・工業;生活・風俗,,,1400,1867,,
桃山文化,桃(もも)山(やま)文(ぶん)化(か),146;165,文化・流派,美術・建築;芸能,,,1568,1615,,
もやい,もやい,168,その他,農林漁業;身分・社会構造,,,,,江戸,
モラトリアム,モラトリアム,301,法令・政策,貨幣・金融,,,1927,1927,,支払猶予令
森有礼,森(もり)有(あり)礼(のり),243;289,人物,教育;思想・学問,日本,政治家,1873,1889,,
森鷗外,森(もり)鷗(おう)外(がい),291;298,人物,文学,日本,文学者,1890,1922,,
モリソン号事件,モリソン号(ごう)事(じ)件(けん),209,事件・戦争・乱,対外関係,,,1837,1837,,
森戸辰男,森(もり)戸(と)辰(たつ)男(お),276,人物,思想・学問;社会運動,日本,学者・思想家,1920,1920,,
護良親王,護(もり)良(よし)親(しん)王(のう),111,人物,政治・政策;戦争・軍事,日本,天皇・皇族,1331,1335,,もりなが とも読む
モンゴル襲来,モンゴル襲(しゅう)来(らい),100,事件・戦争・乱,対外関係;戦争・軍事,,,1274,1281,,蒙古襲来
文章経国思想,文(もん)章(じょう)経(けい)国(こく)思(し)想(そう),58,文化・流派,思想・学問;文学,,,810,850,,
門前町,門(もん)前(ぜん)町(まち),135,その他,商業・流通・都市,,,,,室町;戦国,
問注所,問(もん)注(ちゅう)所(じょ),92,制度・役職,法制・制度,,,1184,1573,,
文部省,文(もん)部(ぶ)省(しょう),242,組織・団体・政党,教育,,,1871,2001,,
文部省美術展覧会,文(もん)部(ぶ)省(しょう)美(び)術(じゅつ)展(てん)覧(らん)会(かい),293,その他,美術・建築,,,1907,1918,,文展
文武天皇,文(もん)武(む)天(てん)皇(のう),45,人物,政治・政策,日本,天皇・皇族,697,707,,
館,館(やかた),80;97,寺社・遺跡・場所,戦争・軍事,,,,,平安;鎌倉,たち とも読む
八色の姓,八(や)色(くさ)の姓(かばね),38,制度・役職,身分・社会構造,,,684,684,,
薬師寺,薬(やく)師(し)寺(じ),43;49,寺社・遺跡・場所,仏教;美術・建築,,,680,718,,
薬師寺吉祥天像,薬(やく)師(し)寺(じ)吉(きち)祥(じょう)天(てん)像(ぞう),54,作品,美術・建築;仏教,,,,,奈良,
薬師寺僧形八幡神像,薬(やく)師(し)寺(じ)僧(そう)形(ぎょう)八(はち)幡(まん)神(しん)像(ぞう),60,作品,美術・建築;神道,,,,,平安,
役者絵,役(やく)者(しゃ)絵(え),202,文化・流派,美術・建築;芸能,,,,,江戸,
八坂神社,八(や)坂(さか)神(じん)社(じゃ),66,寺社・遺跡・場所,神道,,,,,平安,
屋島の戦い,屋(や)島(しま)の戦(たたか)い,91,事件・戦争・乱,戦争・軍事,,,1185,1185,,
安井算哲,安(やす)井(い)算(さん)哲(てつ),190,人物,思想・学問,日本,学者・思想家,1684,1715,,渋川春海
安井曽太郎,安(やす)井(い)曽(そう)太(た)郎(ろう),299,人物,美術・建築,日本,芸術家,1914,1955,,
安田,安(やす)田(だ),284,組織・団体・政党,貨幣・金融;産業・工業,,,1880,1945,,
ヤツコ,ヤツコ,31,その他,身分・社会構造,,,,,古墳,奴
